Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
Bahrain,BHR,Rural population (% of total population),SP.RUR.TOTL.ZS,17.68,17.663,17.645,17.628,17.611,17.5,17.239,16.981,16.725,16.474,16.225,15.979,15.735,15.496,15.259,15.025,14.794,14.566,14.341,14.118,13.899,13.683,13.469,13.258,13.05,12.845,12.643,12.443,12.246,12.051,11.86,11.671,11.602,11.605,11.608,11.612,11.615,11.618,11.621,11.624,11.628,11.631,11.627,11.617,11.601,11.578,11.548,11.512,11.47,11.421,11.366,11.305,11.238,11.165,11.085,11.001,10.91,10.814,10.713,10.606,10.494,10.378,10.257,10.131,10.001,9.867,9.72799999999999,9.586,9.446,9.30800000000001,9.172,9.03700000000001,8.904,8.773,8.64400000000001,8.51600000000001,8.39100000000001,8.26600000000001,8.14400000000001,8.023,7.904,7.786,7.67,7.556,7.443,7.33199999999999,7.22199999999999,7.114,7.00700000000001,6.902,6.798
Bangladesh,BGD,Rural population,SP.RUR.TOTL,45548011,46757472,47961803,49212398,50536560,51945143,53461269,55059473,56648680,58106649,59355310,60353979,61148406,61852492,62532060,63174580,63984860,64919769,65921447,66906791,67812230,68847430,70325051,71816137,73332663,74884082,76468815,78072453,79669386,81231057,82732560,84207912,85728263,87214524,88692990,90186117,91691651,93198937,94689050,96143148,97543366,98742528,99681811,100515446,101213795,101761476,102143889,102377366,102502136,102571999,102621003,102663041,102695879,102715913,102701829,102647873,102549930,102415912,102248095,102058744,101816000,101535000,101217000,100858000,100460000,100022000,99548000,99036000,98491000,97915000,97312000,96683000,96033000,95360000,94669000,93961000,93240000,92512000,91745000,90942000,90105000,89236000,88336000,87406000,86449000,85464000,84456000,83424000,82368000,81290000,80193000
Bangladesh,BGD,Rural population (% of total population),SP.RUR.TOTL.ZS,94.865,94.722,94.502,94.273,94.036,93.789,93.533,93.267,92.991,92.704,92.407,92.099,91.779,91.447,90.966,90.164,89.299,88.37,87.371,86.299,85.149,84.199,83.788,83.369,82.94,82.504,82.059,81.605,81.141,80.67,80.189,79.743,79.39,79.034,78.672,78.307,77.936,77.562,77.182,76.798,76.41,75.904,75.244,74.571,73.886,73.191,72.483,71.763,71.032,70.291,69.538,68.775,68.007,67.238,66.465,65.692,64.917,64.142,63.368,62.595,61.823,61.054,60.289,59.527,58.77,58.018,57.273,56.534,55.803,55.08,54.366,53.662,52.969,52.287,51.618,50.962,50.321,49.697,49.072,48.447,47.822,47.198,46.575,45.953,45.332,44.712,44.095,43.479,42.865,42.253,41.644
Barbados,BRB,Rural population,SP.RUR.TOTL,146032,146332,146740,147199,147630,147978,148230,148416,148608,148881,149191,149317,149570,149898,150231,150511,150733,150903,151008,151037,151179,152414,153582,154707,155835,156997,158213,159471,160765,162073,163424,164984,166557,168133,169733,171365,173021,174708,176407,178087,179670,180861,182016,183159,184338,185576,186892,188259,189647,190974,192216,193280,194184,194945,195595,196163,196648,197046,197361,197594,198000,198000,198000,198000,198000,197000,197000,196000,196000,195000,195000,194000,193000,192000,191000,189000,188000,187000,185000,184000,182000,180000,179000,177000,175000,173000,172000,170000,168000,166000,164000
Barbados,BRB,Rural population (% of total population),SP.RUR.TOTL.ZS,63.223,63.151,63.078,63.005,62.932,62.859,62.786,62.713,62.64,62.567,62.45,62.191,61.93,61.669,61.408,61.145,60.882,60.619,60.354,60.09,59.898,60.172,60.446,60.72,60.993,61.264,61.536,61.806,62.077,62.346,62.63,62.994,63.357,63.717,64.076,64.434,64.79,65.144,65.497,65.848,66.173,66.371,66.569,66.766,66.963,67.159,67.354,67.549,67.744,67.937,68.13,68.3,68.447,68.571,68.672,68.751,68.807,68.841,68.853,68.842,68.809,68.754,68.676,68.575,68.452,68.306,68.137,67.945,67.73,67.491,67.228,66.941,66.63,66.295,65.935,65.55,65.14,64.727,64.312,63.895,63.476,63.055,62.632,62.207,61.78,61.351,60.92,60.488,60.054,59.619,59.182
Belarus,BLR,Rural population,SP.RUR.TOTL,5541766,5498539,5456899,5414847,5370261,5327265,5281469,5234313,5183803,5128878,5061496,4981753,4897996,4809523,4714698,4625987,4533373,4443919,4357973,4274272,4194898,4118594,4041007,3963186,3884720,3807158,3730271,3653104,3561979,3500006,3466196,3427834,3395185,3363000,3319582,3269624,3219907,3167936,3114946,3059960,2996577,2933092,2867027,2800401,2735436,2671686,2611003,2555356,2503383,2455407,2403775,2350483,2300156,2253002,2208224,2165435,2122548,2076890,2029943,1983874,1941000,1898000,1856000,1815000,1775000,1736000,1697000,1659000,1623000,1586000,1551000,1515000,1481000,1447000,1414000,1382000,1351000,1321000,1292000,1263000,1236000,1210000,1185000,1161000,1138000,1115000,1092000,1070000,1049000,1028000,1008000
Belarus,BLR,Rural population (% of total population),SP.RUR.TOTL.ZS,67.599,66.478,65.337,64.178,63,61.873,60.731,59.578,58.412,57.24,55.99,54.651,53.303,51.954,50.6,49.386,48.171,46.961,45.753,44.598,43.502,42.416,41.336,40.264,39.2,38.167,37.143,36.13,35.128,34.415,34.019,33.626,33.234,32.845,32.459,32.074,31.692,31.313,30.936,30.518,30.027,29.542,29.061,28.585,28.113,27.646,27.184,26.727,26.274,25.828,25.328,24.812,24.303,23.801,23.307,22.819,22.339,21.866,21.405,20.956,20.517,20.09,19.674,19.269,18.875,18.491,18.118,17.755,17.402,17.058,16.725,16.4,16.085,15.78,15.483,15.195,14.915,14.644,14.382,14.127,13.881,13.643,13.412,13.19,12.971,12.755,12.542,12.332,12.125,11.921,11.72
Belgium,BEL,Rural population,SP.RUR.TOTL,690173,683837,675039,665612,657593,649491,639888,629663,618582,607025,594492,582711,572373,561805,551360,540999,530184,510589,491485,473116,455398,440204,430030,420141,410476,401233,392205,383459,375867,368490,361118,354059,347362,340654,333815,326709,319832,313175,306498,300145,294313,289464,285082,280571,276160,272130,268551,265111,261859,258792,255937,254101,250572,246734,242900,239464,235807,231939,228427,224973,221000,218000,214000,210000,207000,203000,200000,197000,194000,190000,187000,184000,181000,178000,175000,172000,169000,167000,164000,161000,158000,156000,153000,151000,148000,146000,144000,141000,139000,137000,134000
Belgium,BEL,Rural population (% of total population),SP.RUR.TOTL.ZS,7.54000000000001,7.446,7.321,7.16500000000001,7.012,6.863,6.71599999999999,6.572,6.431,6.29300000000001,6.157,6.024,5.89400000000001,5.767,5.642,5.52,5.40000000000001,5.194,4.995,4.804,4.619,4.465,4.363,4.26300000000001,4.16500000000001,4.06999999999999,3.977,3.88500000000001,3.79600000000001,3.708,3.623,3.539,3.458,3.378,3.3,3.223,3.149,3.07599999999999,3.004,2.935,2.871,2.81399999999999,2.759,2.70399999999999,2.65000000000001,2.59699999999999,2.54600000000001,2.495,2.44499999999999,2.39700000000001,2.349,2.30200000000001,2.256,2.211,2.167,2.124,2.081,2.039,1.999,1.959,1.92100000000001,1.883,1.84699999999999,1.81100000000001,1.776,1.742,1.709,1.67700000000001,1.645,1.614,1.584,1.55500000000001,1.527,1.499,1.47199999999999,1.44499999999999,1.419,1.39400000000001,1.37,1.346,1.322,1.29900000000001,1.277,1.255,1.23399999999999,1.21299999999999,1.19199999999999,1.172,1.152,1.13200000000001,1.113
Belize,BLZ,Rural population,SP.RUR.TOTL,42324,43829,45371,46976,48659,50427,52301,54250,56233,58154,59914,61392,62754,64016,65221,66402,67557,68695,69906,71307,72980,74989,77277,79779,82402,85068,87789,90582,93370,96037,98530,100780,102877,105040,107622,110880,114921,119647,124808,130052,135039,139313,143353,147249,151165,155202,159369,163629,167949,172289,176620,180877,185069,189168,193168,197048,200796,204415,207916,211314,215000,218000,221000,224000,227000,230000,232000,234000,237000,239000,240000,242000,244000,245000,246000,247000,247000,248000,248000,249000,249000,249000,249000,249000,248000,248000,248000,247000,247000,246000,245000
Belize,BLZ,Rural population (% of total population),SP.RUR.TOTL.ZS,45.972,46.28,46.59,46.899,47.21,47.519,47.83,48.14,48.451,48.762,49.037,49.195,49.354,49.512,49.671,49.829,49.988,50.146,50.305,50.463,50.626,50.817,51.008,51.199,51.39,51.581,51.772,51.963,52.154,52.345,52.535,52.729,52.941,53.152,53.363,53.575,53.786,53.997,54.207,54.418,54.602,54.619,54.636,54.653,54.67,54.687,54.704,54.721,54.738,54.755,54.772,54.772,54.754,54.718,54.665,54.594,54.505,54.399,54.276,54.134,53.975,53.799,53.604,53.392,53.162,52.915,52.65,52.367,52.066,51.748,51.412,51.059,50.688,50.299,49.893,49.471,49.032,48.592,48.153,47.714,47.275,46.837,46.399,45.962,45.525,45.089,44.654,44.22,43.787,43.354,42.923
Benin,BEN,Rural population,SP.RUR.TOTL,2206089,2222831,2240843,2260144,2280795,2302811,2326102,2350477,2375559,2400941,2426241,2451296,2476003,2500624,2525227,2549963,2574679,2599354,2623501,2653248,2700929,2750110,2800774,2852850,2906198,2960894,3016338,3072822,3131512,3194225,3261662,3334455,3421578,3526419,3631558,3734793,3835056,3933248,4031040,4130741,4234026,4341576,4447564,4547228,4646980,4745992,4843943,4941150,5038213,5136051,5235022,5335151,5436217,5538340,5640687,5743271,5846019,5948785,6051242,6153002,6254000,6354000,6452000,6549000,6645000,6740000,6833000,6924000,7014000,7102000,7188000,7271000,7353000,7433000,7510000,7585000,7657000,7727000,7795000,7861000,7924000,7984000,8041000,8095000,8146000,8194000,8240000,8282000,8321000,8357000,8390000
Benin,BEN,Rural population (% of total population),SP.RUR.TOTL.ZS,90.725,90.144,89.53,88.882,88.199,87.481,86.725,85.931,85.097,84.224,83.309,82.353,81.352,80.311,79.225,78.096,76.921,75.707,74.448,73.324,72.661,71.99,71.308,70.616,69.914,69.204,68.483,67.754,67.015,66.27,65.515,64.753,64.173,63.864,63.553,63.242,62.929,62.615,62.301,61.985,61.667,61.35,60.964,60.464,59.961,59.457,58.951,58.442,57.931,57.42,56.907,56.392,55.875,55.358,54.834,54.305,53.771,53.232,52.688,52.139,51.585,51.028,50.466,49.9,49.331,48.759,48.184,47.607,47.027,46.445,45.862,45.278,44.694,44.109,43.525,42.941,42.36,41.781,41.206,40.638,40.069,39.504,38.941,38.381,37.824,37.27,36.72,36.173,35.629,35.09,34.554
Bermuda,BMU,Rural population,SP.RUR.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,BTN,Rural population,SP.RUR.TOTL,215259,220173,225174,230380,235984,242089,248742,255891,263440,271248,279212,287270,295429,303734,312228,320956,329911,339051,348183,357102,365650,373599,380962,388165,395800,404185,413700,423922,433471,440484,443816,442884,438506,432516,427385,424825,425288,428121,432443,436976,440795,443796,446182,447725,448225,447857,448932,448997,448396,447625,446996,446588,446410,446392,446404,446348,446239,446096,445885,445554,445000,444000,444000,443000,442000,441000,439000,438000,437000,435000,433000,432000,430000,428000,426000,424000,422000,420000,418000,416000,413000,411000,408000,405000,402000,399000,396000,393000,390000,386000,383000
Bhutan,BTN,Rural population (% of total population),SP.RUR.TOTL.ZS,96.404,96.208,96.001,95.783,95.554,95.313,95.06,94.793,94.513,94.219,93.911,93.587,93.246,92.89,92.516,92.124,91.712,91.283,90.832,90.361,89.868,89.354,88.816,88.255,87.668,87.059,86.423,85.76,85.071,84.355,83.612,82.839,82.038,81.209,80.351,79.463,78.544,77.599,76.623,75.617,74.582,73.52,72.43,71.312,70.165,69.035,68.288,67.531,66.764,65.99,65.207,64.415,63.629,62.851,62.082,61.322,60.572,59.833,59.105,58.388,57.684,56.992,56.314,55.65,55,54.364,53.743,53.138,52.548,51.975,51.417,50.876,50.351,49.843,49.353,48.879,48.423,47.985,47.547,47.109,46.672,46.236,45.799,45.364,44.929,44.495,44.062,43.63,43.198,42.768,42.339
Bolivia,BOL,Rural population,SP.RUR.TOTL,2312585,2347047,2382307,2418443,2455511,2493721,2532916,2573100,2614351,2656811,2700447,2745287,2791220,2838244,2886257,2935133,2985031,3009068,3022991,3034756,3043799,3050282,3054159,3056228,3057090,3057659,3057720,3057188,3055699,3053335,3049569,3044443,3040455,3065620,3090132,3113725,3136445,3158156,3178869,3198457,3216871,3234234,3253813,3273068,3291064,3307935,3323357,3337616,3350499,3362407,3373312,3383143,3391943,3405293,3421053,3435596,3448765,3460830,3471223,3480065,3488000,3494000,3498000,3501000,3503000,3503000,3502000,3498000,3494000,3487000,3479000,3470000,3459000,3446000,3432000,3416000,3399000,3381000,3361000,3340000,3318000,3294000,3270000,3245000,3219000,3192000,3164000,3136000,3107000,3078000,3048000
Bolivia,BOL,Rural population (% of total population),SP.RUR.TOTL.ZS,63.238,62.941,62.643,62.344,62.043,61.743,61.441,61.138,60.834,60.53,60.224,59.918,59.611,59.304,58.996,58.686,58.376,57.554,56.558,55.557,54.549,53.541,52.528,51.514,50.496,49.481,48.465,47.451,46.437,45.429,44.423,43.421,42.459,41.921,41.385,40.85,40.318,39.788,39.261,38.736,38.213,37.694,37.217,36.752,36.289,35.83,35.372,34.918,34.465,34.016,33.57,33.126,32.685,32.301,31.953,31.607,31.262,30.92,30.575,30.227,29.877,29.525,29.17,28.814,28.455,28.095,27.734,27.372,27.008,26.644,26.279,25.913,25.548,25.182,24.817,24.452,24.088,23.724,23.362,23.002,22.643,22.286,21.932,21.582,21.236,20.893,20.554,20.219,19.889,19.562,19.24
Bosnia and Herzegovina,BIH,Rural population,SP.RUR.TOTL,2611501,2641209,2667927,2692741,2713479,2728915,2738325,2742340,2742366,2740406,2737628,2736230,2739133,2741096,2740990,2738245,2732431,2724086,2714103,2703890,2694209,2690474,2703829,2716866,2729509,2741173,2753862,2766103,2769576,2753604,2711574,2640030,2544990,2439367,2341996,2266147,2216117,2187768,2175065,2168562,2161278,2151983,2142324,2132023,2121199,2109903,2098019,2084546,2067852,2045837,2017333,1981501,1939511,1894621,1851086,1811629,1777181,1746950,1720299,1695856,1673000,1650000,1630000,1610000,1590000,1569000,1547000,1524000,1500000,1476000,1452000,1427000,1402000,1377000,1352000,1327000,1301000,1275000,1249000,1223000,1197000,1172000,1146000,1121000,1096000,1071000,1046000,1022000,997000,974000,950000
Bosnia and Herzegovina,BIH,Rural population (% of total population),SP.RUR.TOTL.ZS,80.96,80.314,79.563,78.791,77.996,77.183,76.348,75.491,74.613,73.717,72.799,71.906,71.125,70.334,69.529,68.712,67.882,67.043,66.192,65.33,64.457,63.718,63.393,63.067,62.739,62.411,62.081,61.75,61.417,61.085,60.751,60.422,60.113,59.804,59.494,59.183,58.87,58.558,58.245,57.931,57.616,57.302,56.986,56.67,56.352,56.035,55.718,55.399,55.08,54.761,54.442,54.122,53.801,53.481,53.16,52.827,52.482,52.124,51.755,51.374,50.98,50.575,50.159,49.731,49.292,48.841,48.38,47.908,47.425,46.933,46.43,45.918,45.397,44.867,44.328,43.782,43.229,42.669,42.104,41.535,40.963,40.392,39.824,39.258,38.695,38.136,37.579,37.026,36.476,35.929,35.386
Botswana,BWA,Rural population,SP.RUR.TOTL,487361,496807,507363,518698,529695,538496,546586,554163,561655,569670,578540,588189,602417,618292,635307,653252,672153,691881,711851,731360,749908,767103,775220,779741,782460,783747,783404,780705,774439,763516,747181,725604,730279,737527,743803,749558,754923,759784,763881,766937,768768,769314,774419,779976,785871,792602,800456,789043,776907,763095,746913,728266,718575,710090,702443,696549,692629,690205,688726,687147,685000,682000,678000,674000,670000,665000,661000,656000,652000,647000,643000,639000,634000,630000,626000,622000,618000,614000,610000,606000,603000,599000,596000,593000,589000,586000,582000,578000,574000,569000,565000
Botswana,BWA,Rural population (% of total population),SP.RUR.TOTL.ZS,96.94,96.903,96.866,96.829,96.682,96.161,95.563,94.876,94.088,93.19,92.166,91.002,90.305,89.619,88.89,88.116,87.295,86.428,85.511,84.543,83.521,82.448,80.511,78.277,75.861,73.276,70.517,67.599,64.533,61.352,58.067,54.708,53.557,52.714,51.867,51.019,50.17,49.323,48.475,47.628,46.781,45.938,45.43,44.971,44.512,44.056,43.6,42.072,40.556,39.063,37.588,36.135,35.232,34.428,33.632,32.845,32.067,31.3,30.554,29.828,29.123,28.44,27.776,27.133,26.51,25.907,25.323,24.759,24.213,23.686,23.178,22.687,22.214,21.758,21.319,20.897,20.491,20.101,19.726,19.367,19.024,18.695,18.381,18.083,17.787,17.496,17.208,16.924,16.644,16.367,16.095
Brazil,BRA,Rural population,SP.RUR.TOTL,38876453,39294352,39711701,40112612,40484457,40822181,41120611,41382995,41605172,41791624,41936390,42020987,42061771,42074670,42064668,42040546,42000523,41947038,41875319,41786718,41678055,41556701,41413018,41239805,41025668,40768902,40461768,40113248,39724495,39305246,38857060,38382112,37879933,37359882,36824174,36276255,35718095,35033638,34328880,33609034,32874567,32687356,32532199,32356592,32162493,31950579,31719371,31470391,31206854,30936531,30658541,30356009,30046546,29735220,29416963,29096333,28776240,28454530,28133826,27807886,27478000,27141000,26801000,26456000,26109000,25761000,25410000,25058000,24707000,24355000,24001000,23652000,23302000,22953000,22607000,22262000,21920000,21579000,21241000,20907000,20576000,20249000,19923000,19598000,19270000,18947000,18623000,18300000,17980000,17662000,17343000
Brazil,BRA,Rural population (% of total population),SP.RUR.TOTL.ZS,53.861,52.878,51.901,50.922,49.941,48.963,47.984,47.007,46.03,45.06,44.091,43.106,42.121,41.145,40.174,39.211,38.255,37.311,36.375,35.449,34.532,33.63,32.738,31.858,30.99,30.138,29.297,28.471,27.658,26.861,26.078,25.31,24.556,23.819,23.097,22.39,21.698,20.952,20.219,19.504,18.808,18.447,18.12,17.797,17.479,17.166,16.857,16.552,16.251,15.956,15.665,15.369,15.077,14.791,14.508,14.23,13.958,13.691,13.431,13.176,12.927,12.683,12.445,12.212,11.984,11.762,11.544,11.331,11.124,10.921,10.722,10.529,10.34,10.155,9.97499999999999,9.79900000000001,9.628,9.45999999999999,9.297,9.13800000000001,8.983,8.83199999999999,8.684,8.538,8.393,8.252,8.11199999999999,7.974,7.839,7.706,7.574
British Virgin Islands,VGB,Rural population,SP.RUR.TOTL,7064,7136,7228,7338,7448,7568,7695,7821,7946,8073,8192,8297,8398,8491,8568,8616,8648,8666,8688,8751,8868,8983,9139,9336,9560,9807,10069,10346,10586,10771,10876,10924,11136,11296,11417,11508,11568,11611,11649,11715,11826,11982,12186,12436,12751,13122,13569,14069,14575,15012,15338,15532,15614,15619,15591,15572,15571,15576,15580,15581,16000,16000,16000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14000,14000,14000,14000,14000,14000,14000,14000,13000,13000,13000,13000,13000,13000,12000,12000
British Virgin Islands,VGB,Rural population (% of total population),SP.RUR.TOTL.ZS,87.772,87.382,86.981,86.57,86.146,85.713,85.268,84.812,84.343,83.865,83.365,82.826,82.272,81.706,81.125,80.53,79.919,79.297,78.66,78.008,77.259,75.961,74.611,73.212,71.763,70.272,68.734,67.154,65.532,63.877,62.186,60.666,60.397,60.128,59.858,59.587,59.316,59.045,58.772,58.5,58.226,57.952,57.672,57.385,57.091,56.79,56.483,56.169,55.848,55.521,55.186,54.846,54.498,54.144,53.784,53.417,53.043,52.663,52.277,51.884,51.485,51.08,50.669,50.252,49.829,49.401,48.967,48.528,48.089,47.651,47.213,46.775,46.338,45.901,45.465,45.029,44.595,44.161,43.728,43.296,42.865,42.435,42.007,41.579,41.153,40.728,40.304,39.882,39.462,39.043,38.625
Brunei Darussalam,BRN,Rural population,SP.RUR.TOTL,46243,46864,47362,47780,48147,48505,48843,49140,49378,49554,49642,49639,51503,53629,55762,57873,59965,62030,64061,66040,67957,69809,71610,73380,75166,76993,78867,80786,82748,84766,86832,88954,90171,91253,92261,93163,93952,94629,95201,95681,96071,96393,96939,97435,97787,97986,98012,97896,97693,97481,97313,97202,97130,97073,96984,96827,96596,96304,95963,95574,95000,95000,94000,94000,93000,92000,92000,91000,91000,90000,89000,88000,87000,87000,86000,85000,84000,83000,82000,81000,81000,80000,79000,78000,77000,76000,75000,74000,73000,72000,71000
Brunei Darussalam,BRN,Rural population (% of total population),SP.RUR.TOTL.ZS,56.599,54.772,52.93,51.08,49.224,47.375,45.531,43.7,41.882,40.092,38.325,36.588,36.264,36.111,35.959,35.807,35.655,35.504,35.353,35.202,35.051,34.901,34.751,34.601,34.452,34.303,34.154,34.006,33.857,33.71,33.562,33.415,32.922,32.396,31.874,31.356,30.842,30.334,29.83,29.331,28.836,28.348,27.954,27.579,27.206,26.837,26.471,26.108,25.748,25.392,25.039,24.69,24.344,24.003,23.668,23.337,23.01,22.688,22.371,22.058,21.75,21.446,21.146,20.851,20.561,20.274,19.993,19.715,19.441,19.172,18.907,18.647,18.39,18.137,17.889,17.645,17.404,17.168,16.935,16.703,16.475,16.249,16.025,15.804,15.585,15.369,15.155,14.944,14.735,14.529,14.325
Bulgaria,BGR,Rural population,SP.RUR.TOTL,4948578,4862618,4768184,4666744,4561889,4450351,4357529,4279849,4204219,4129877,4049527,3981375,3909118,3838830,3773605,3700908,3632541,3572033,3496879,3423053,3358522,3325011,3290185,3253796,3216973,3172930,3135449,3108935,3081354,3015064,2931350,2873111,2813472,2767905,2739354,2708267,2675519,2640661,2604686,2571814,2541005,2469539,2388453,2342006,2297078,2252963,2209465,2167172,2126239,2087198,2048433,2010650,1974416,1938841,1903435,1866995,1829783,1792408,1755697,1719734,1683000,1647000,1612000,1577000,1542000,1507000,1472000,1438000,1404000,1371000,1338000,1305000,1274000,1242000,1211000,1181000,1152000,1123000,1095000,1068000,1041000,1015000,990000,966000,942000,918000,895000,873000,851000,829000,808000
